PROD_DATE,WELL_NAME,ON_STREAM_HRS,BOTTOMHOLE_FLOWING_PRESSURE (PSI),DOWNHOLE_TEMPERATURE (deg F),ANNULUS_PRESS (PSI),CHOKE_SIZE (%),WELL_HEAD_PRESSURE (PSI),WELL_HEAD_TEMPERATURE (deg F),CUMULATIVE_OIL_PROD (STB),CUMULATIVE_FORMATION_GAS_PROD (MSCF),CUMULATIVE_TOTAL_GAS_PROD (MSCF),CUMULATIVE_WATER_PROD (BBL),RESERVOIR_CLASSIFICATION
2014-02-04,Well_#5,24.0,2623,158.552,32.955,100.0,420.792,80.843,149510,93363,93363,330053,MAKO
2014-02-05,Well_#5,24.0,2623,158.557,32.859,100.0,418.49,80.932,150184,93805,93805,332449,MAKO
2014-02-06,Well_#5,22.83,2680,158.415,32.439,79.94593,429.919,77.831,150742,94180,94180,334518,MAKO
2014-02-07,Well_#5,24.0,2630,158.582,32.952,99.99938,416.398,81.602,151411,94612,94612,336997,MAKO
2014-02-08,Well_#5,24.0,2621,158.613,33.039,99.99408,409.744,81.536,152030,95020,95020,339329,MAKO
2014-02-09,Well_#5,24.0,2625,158.617,32.898,99.98817,408.793,81.183,152633,95418,95418,341636,MAKO
2014-02-10,Well_#5,24.0,2629,158.622,32.772,99.99642,407.901,80.162,153233,95810,95810,343919,MAKO
2014-02-11,Well_#5,24.0,2632,158.624,32.953,99.99742,407.588,80.601,153820,96200,96200,346196,MAKO
2014-02-12,Well_#5,24.0,2635,158.625,32.927,100.0,406.808,80.305,154388,96578,96578,348467,MAKO
2014-02-13,Well_#5,24.0,2636,158.629,32.819,99.99907,406.659,80.786,154956,96954,96954,350717,MAKO
2014-02-14,Well_#5,24.0,2637,158.635,32.948,99.99484,406.43,81.355,155527,97327,97327,352967,MAKO
2014-02-15,Well_#5,24.0,2637,158.64,32.826,99.98743,406.289,81.162,156082,97697,97697,355212,MAKO
2014-02-16,Well_#5,1.99,2698,158.651,32.582,6.4448,469.657,80.064,156105,97714,97714,355301,MAKO
2014-02-17,Well_#5,0.0,2896,156.021,17.895,0.90854,782.652,16.363,156105,97714,97714,355301,MAKO
2014-02-18,Well_#5,10.59,2792,156.77,27.876,14.24149,529.869,60.783,156267,97830,97830,356050,MAKO
2014-02-19,Well_#5,24.0,2651,156.82,32.534,100.0,415.295,82.518,156570,98030,98030,359051,MAKO
2014-02-20,Well_#5,13.49,2628,156.716,32.644,54.69164,421.763,82.322,156721,98133,98133,360577,MAKO
2014-02-21,Well_#5,0.0,2906,155.59,19.055,1.13569,435.99,17.273,156721,98133,98133,360577,MAKO
2014-02-22,Well_#5,0.0,2933,155.135,17.026,1.00429,732.662,14.696,156721,98133,98133,360577,MAKO
2014-02-23,Well_#5,2.17,2901,155.962,19.133,1.94828,912.277,31.061,156786,98175,98175,360634,MAKO
2014-02-24,Well_#5,24.0,2661,157.005,31.444,60.0721,485.002,77.543,157247,98473,98473,363340,MAKO
2014-02-25,Well_#5,24.0,2823,157.138,32.712,99.94905,414.197,82.298,157726,98780,98780,365957,MAKO
2014-02-26,Well_#5,24.0,2786,157.241,32.596,99.94954,410.452,82.533,158215,99093,99093,368550,MAKO
2014-02-27,Well_#5,24.0,2758,157.294,32.579,99.94696,408.844,82.485,158697,99404,99404,371101,MAKO
2014-02-28,Well_#5,24.0,2736,157.386,32.577,100.0,407.183,82.074,159184,99711,99711,373625,MAKO
2014-03-01,Well_#5,24.0,2724,157.408,32.283,100.0,408.761,81.324,159709,100043,100043,376021,MAKO
2014-03-02,Well_#5,24.0,2712,157.437,32.353,100.0,408.518,82.069,160233,100373,100373,378398,MAKO
2014-03-03,Well_#5,24.0,2708,157.457,32.089,100.0,410.756,80.189,160744,100703,100703,380750,MAKO
2014-03-04,Well_#5,24.0,2702,157.497,32.047,100.0,412.647,80.068,161274,101044,101044,383110,MAKO
2014-03-05,Well_#5,24.0,2694,157.557,32.287,100.0,408.822,81.616,161803,101384,101384,385489,MAKO
2014-03-06,Well_#5,24.0,2688,157.632,32.214,100.0,410.295,81.179,162328,101718,101718,387880,MAKO
2014-03-07,Well_#5,24.0,2684,157.675,32.138,100.0,409.408,81.087,162856,102052,102052,390282,MAKO
2014-03-08,Well_#5,24.0,2684,157.698,32.277,100.0,411.099,81.16,163387,102385,102385,392668,MAKO
2014-03-09,Well_#5,24.0,2683,157.71,32.454,100.0,410.988,82.232,163915,102719,102719,395049,MAKO
2014-03-10,Well_#5,24.0,2683,157.711,32.307,100.0,413.925,82.01,164441,103051,103051,397421,MAKO
2014-03-11,Well_#5,24.0,2684,157.712,32.329,100.0,412.781,80.979,164960,103380,103380,399810,MAKO
2014-03-12,Well_#5,24.0,2686,157.717,32.433,100.0,412.044,82.8,165474,103705,103705,402976,MAKO
2014-03-13,Well_#5,24.0,2687,157.723,32.377,100.0,411.774,82.908,165985,104029,104029,405307,MAKO
2014-03-14,Well_#5,24.0,2688,157.726,32.426,100.0,411.68,82.731,166493,104352,104352,407637,MAKO
2014-03-15,Well_#5,24.0,2688,157.73,32.086,100.0,411.903,82.154,166996,104672,104672,409968,MAKO
2014-03-16,Well_#5,24.0,2689,157.733,32.038,100.0,412.004,81.669,167496,104989,104989,412286,MAKO
2014-03-17,Well_#5,24.0,2694,157.724,32.232,100.0,415.57,81.771,167960,105289,105289,414461,MAKO
2014-03-18,Well_#5,24.0,2691,157.742,32.428,100.0,412.198,82.456,168463,105521,105521,416809,MAKO
2014-03-19,Well_#5,24.0,2691,157.749,32.485,100.0,412.067,82.527,168958,105838,105838,419117,MAKO
2014-03-20,Well_#5,24.0,2692,157.752,32.494,100.0,411.88,82.262,169450,106155,106155,421416,MAKO
2014-03-21,Well_#5,24.0,2692,157.755,32.25,100.0,411.603,82.315,169938,106469,106469,423707,MAKO
2014-03-22,Well_#5,24.0,2693,157.758,32.349,100.0,411.331,81.827,170425,106779,106779,425994,MAKO
2014-03-23,Well_#5,24.0,2694,157.759,32.252,100.0,411.384,81.804,170905,107083,107083,428309,MAKO
2014-03-24,Well_#5,24.0,2694,157.759,32.508,100.0,410.492,82.187,171387,107391,107391,430666,MAKO
2014-03-25,Well_#5,24.0,2695,157.759,32.373,100.0,410.3,82.63,171872,107699,107699,433028,MAKO
2014-03-26,Well_#5,24.0,2696,157.76,32.105,100.0,410.257,82.275,172359,108010,108010,435386,MAKO
2014-03-27,Well_#5,24.0,2696,157.762,32.333,100.0,409.926,82.598,172849,108321,108321,437731,MAKO
2014-03-28,Well_#5,24.0,2696,157.765,32.656,100.0,409.45,82.703,173338,108632,108632,440079,MAKO
2014-03-29,Well_#5,24.0,2695,157.77,32.663,100.0,408.833,82.701,173823,108941,108941,442424,MAKO
2014-03-30,Well_#5,24.0,2695,157.773,32.547,100.0,408.57,82.82,174310,109251,109251,444785,MAKO
2014-03-31,Well_#5,24.0,2695,157.776,32.521,100.0,408.571,82.647,174792,109560,109560,447150,MAKO
2014-04-01,Well_#5,24.0,2696,157.776,32.439,100.0,408.489,83.013,175272,109864,109864,449500,MAKO
2014-04-02,Well_#5,24.0,2696,157.779,32.285,100.0,408.679,82.676,175762,110176,110176,451844,MAKO
2014-04-03,Well_#5,24.0,2696,157.785,32.168,100.0,408.691,82.55,176251,110483,110483,454174,MAKO
2014-04-04,Well_#5,24.0,2695,157.79,32.334,100.0,408.942,82.496,176737,110793,110793,456524,MAKO
2014-04-05,Well_#5,24.0,2695,157.794,32.449,100.0,408.348,83.069,177200,111091,111091,458838,MAKO
2014-04-06,Well_#5,24.0,2696,157.798,32.257,100.0,408.465,82.791,177689,111412,111412,461191,MAKO
2014-04-07,Well_#5,24.0,2696,157.802,32.355,100.0,408.354,82.713,178181,111733,111733,463551,MAKO
2014-04-08,Well_#5,24.0,2697,157.808,32.716,100.0,408.36,82.737,178673,112053,112053,465919,MAKO
2014-04-09,Well_#5,24.0,2697,157.815,32.569,100.0,408.487,82.74,179168,112375,112375,468300,MAKO
2014-04-10,Well_#5,22.42,2730,157.767,31.903,78.43669,432.413,80.343,179594,112654,112654,470336,MAKO
2014-04-11,Well_#5,24.0,2704,157.86,32.386,100.0,411.2,82.939,180074,112965,112965,472822,MAKO
2014-04-12,Well_#5,24.0,2703,157.875,32.537,100.0,410.353,83.084,180568,113290,113290,475268,MAKO
2014-04-13,Well_#5,24.0,2701,157.879,32.762,100.0,409.671,83.139,181063,113610,113610,477672,MAKO
2014-04-14,Well_#5,24.0,2700,157.876,32.486,100.0,409.032,82.949,181535,113915,113915,479944,MAKO
2014-04-15,Well_#5,24.0,2700,157.874,32.561,100.0,408.49,83.416,182030,114235,114235,482354,MAKO
2014-04-16,Well_#5,24.0,2699,157.874,32.427,100.0,408.186,82.779,182525,114555,114555,484763,MAKO
2014-04-17,Well_#5,24.0,2699,157.875,32.345,100.0,408.228,83.107,183018,114873,114873,487186,MAKO
2014-04-18,Well_#5,24.0,2699,157.875,32.385,100.0,408.143,83.151,183515,115192,115192,489625,MAKO
2014-04-19,Well_#5,24.0,2699,157.882,32.631,100.0,408.12,83.219,184005,115505,115505,492043,MAKO
2014-04-20,Well_#5,24.0,2699,157.886,32.204,100.0,408.4,82.627,184496,115819,115819,494456,MAKO
2014-04-21,Well_#5,24.0,2699,157.891,32.478,100.0,408.465,82.881,184988,116133,116133,496879,MAKO
2014-04-22,Well_#5,24.0,2668,155.717,32.371,100.0,408.787,81.579,185481,116447,116447,499297,MAKO
2014-04-23,Well_#5,24.0,2699,157.899,32.646,100.0,408.29,82.53,185972,116760,116760,501727,MAKO
2014-04-24,Well_#5,24.0,2700,157.903,32.453,100.0,408.61,81.886,186462,117074,117074,504157,MAKO
2014-04-25,Well_#5,24.0,2700,157.907,32.563,100.0,408.479,82.671,186952,117389,117389,506611,MAKO
2014-04-26,Well_#5,24.0,2701,157.914,32.813,100.0,408.014,83.367,187443,117702,117702,509031,MAKO
2014-04-27,Well_#5,24.0,2701,157.918,32.799,100.0,407.848,83.394,187930,118014,118014,511452,MAKO
2014-04-28,Well_#5,24.0,2701,157.922,32.535,100.0,408.003,83.25,188418,118328,118328,513874,MAKO
2014-04-29,Well_#5,24.0,2702,157.927,32.479,100.0,408.004,82.884,188900,118637,118637,516290,MAKO
2014-04-30,Well_#5,24.0,2703,157.932,32.567,100.0,408.361,81.866,189385,118949,118949,518703,MAKO
2014-05-01,Well_#5,24.0,2703,157.935,32.595,100.0,407.926,82.736,189871,119261,119261,521120,MAKO
2014-05-02,Well_#5,24.0,2704,157.938,32.524,100.0,408.213,82.084,190353,119572,119572,523543,MAKO
2014-05-03,Well_#5,24.0,2706,157.941,32.535,100.0,409.424,82.244,190841,119883,119883,525960,MAKO
2014-05-04,Well_#5,24.0,2706,157.948,32.582,100.0,407.855,82.586,191323,120194,120194,528388,MAKO
2014-05-05,Well_#5,24.0,2706,157.951,32.57,100.0,407.528,82.892,191809,120503,120503,530804,MAKO
2014-05-06,Well_#5,24.0,2707,157.954,32.66,100.0,407.353,83.285,192287,120812,120812,533230,MAKO
2014-05-07,Well_#5,24.0,2707,157.957,32.681,100.0,407.321,83.399,192771,121121,121121,535644,MAKO
2014-05-08,Well_#5,24.0,2708,157.96,32.517,100.0,407.264,83.33,193236,121428,121428,538071,MAKO
2014-05-09,Well_#5,24.0,2709,157.965,32.532,100.0,407.643,82.131,193717,121743,121743,540525,MAKO
2014-05-10,Well_#5,24.0,2709,157.97,32.565,100.0,407.727,82.086,194195,122059,122059,542978,MAKO
2014-05-11,Well_#5,23.5,2717,157.969,32.51,92.68108,413.292,82.302,194640,122350,122350,544837,MAKO
2014-05-12,Well_#5,24.0,2709,157.979,32.538,100.0,408.316,81.269,195112,122662,122662,547273,MAKO
2014-05-13,Well_#5,23.67,2715,157.974,32.548,93.08743,413.22,81.595,195566,122962,122962,549611,MAKO
2014-05-14,Well_#5,24.0,2712,157.978,32.338,100.0,409.873,83.358,196040,123271,123271,552020,MAKO
2014-05-15,Well_#5,24.0,2715,157.974,32.247,89.79074,412.49,83.151,196511,123562,123562,554426,MAKO
2014-05-16,Well_#5,24.0,2706,158.021,32.448,97.34679,395.44,83.425,196999,123875,123875,556837,MAKO
2014-05-17,Well_#5,24.0,2661,158.13,32.794,99.99998,352.397,84.152,197463,124172,124172,559540,MAKO
2014-05-18,Well_#5,24.0,2662,158.101,32.564,100.0,360.971,82.814,197965,124493,124493,561784,MAKO
2014-05-19,Well_#5,20.83,2727,158.001,32.136,63.46997,410.521,80.769,198340,124733,124733,563309,MAKO
2014-05-20,Well_#5,24.0,2681,158.083,32.86,93.60645,367.941,84.259,198786,125019,125019,565682,MAKO
2014-05-21,Well_#5,24.0,2674,158.059,32.853,100.0,365.627,83.717,199257,125320,125320,568681,MAKO
2014-05-22,Well_#5,24.0,2674,158.034,32.589,100.0,365.017,81.882,199732,125625,125625,571458,MAKO
2014-05-23,Well_#5,24.0,2675,158.021,32.705,100.0,363.599,84.068,200200,125924,125924,574095,MAKO
2014-05-24,Well_#5,24.0,2675,158.011,32.851,100.0,363.423,84.197,200645,126209,126209,576730,MAKO
2014-05-25,Well_#5,24.0,2674,157.985,32.724,100.0,360.918,83.356,201090,126493,126493,579390,MAKO
2014-05-26,Well_#5,24.0,2709,157.398,32.426,100.0,357.77,83.672,201549,126787,126787,582082,MAKO
2014-05-27,Well_#5,24.0,2705,157.404,32.339,100.0,357.643,82.285,202007,127080,127080,584565,MAKO
2014-05-28,Well_#5,24.0,2704,157.409,32.424,100.0,356.2,83.093,202461,127371,127371,586983,MAKO
2014-05-29,Well_#5,24.0,2705,157.408,32.398,100.0,356.517,83.098,202907,127656,127656,589603,MAKO
2014-05-30,Well_#5,24.0,2706,157.38,32.331,100.0,357.384,83.144,203358,127945,127945,592327,MAKO
2014-05-31,Well_#5,24.0,2706,157.362,32.472,100.0,357.093,84.135,203815,128232,128232,595084,MAKO
2014-06-01,Well_#5,24.0,2703,157.356,32.333,100.0,356.408,84.489,204281,128527,128527,597906,MAKO
2014-06-02,Well_#5,24.0,2701,157.356,32.221,100.0,356.598,84.22,204738,128810,128810,600628,MAKO
2014-06-03,Well_#5,24.0,2698,157.239,32.148,100.0,356.365,84.279,205206,129095,129095,603267,MAKO
2014-06-04,Well_#5,24.0,2697,157.349,32.3,100.0,356.913,84.143,205663,129394,129394,605848,MAKO
2014-06-05,Well_#5,24.0,2704,157.338,32.126,100.0,365.47,83.191,206105,129662,129662,609408,MAKO
2014-06-06,Well_#5,24.0,2721,157.313,32.33,100.0,382.775,83.572,206529,129962,129962,612359,MAKO
2014-06-07,Well_#5,24.0,2721,157.312,32.129,100.0,383.139,83.891,206962,130241,130241,615048,MAKO
2014-06-08,Well_#5,24.0,2720,157.312,32.281,100.0,383.6,83.634,207385,130510,130510,617573,MAKO
2014-06-09,Well_#5,24.0,2719,157.313,31.944,100.0,384.888,79.683,207813,130799,130799,620108,MAKO
2014-06-10,Well_#5,24.0,2718,157.314,31.677,100.0,384.955,81.037,208239,131073,131073,622643,MAKO
2014-06-11,Well_#5,23.67,2728,157.299,31.683,92.94252,393.979,82.639,208637,131333,131333,625068,MAKO
2014-06-12,Well_#5,24.0,2718,157.32,32.025,98.44016,386.299,83.3,209058,131607,131607,627562,MAKO
2014-06-13,Well_#5,24.0,2717,157.321,32.154,98.43097,387.626,82.225,209486,131878,131878,630066,MAKO
2014-06-14,Well_#5,24.0,2716,157.326,32.008,98.4518,388.279,81.479,209925,132157,132157,633105,MAKO
2014-06-15,Well_#5,24.0,2715,157.338,32.066,98.43952,387.26,83.122,210365,132437,132437,636268,MAKO
2014-06-16,Well_#5,24.0,2716,157.365,32.212,98.44619,389.044,83.993,210821,132721,132721,639663,MAKO
2014-06-17,Well_#5,24.0,2717,157.39,32.504,98.43304,390.773,84.096,211289,133015,133015,643022,MAKO
2014-06-18,Well_#5,24.0,2717,157.416,32.587,98.4382,392.858,84.093,211769,133318,133318,645952,MAKO
2014-06-19,Well_#5,24.0,2715,157.435,32.621,98.44814,393.063,84.136,212245,133612,133612,648756,MAKO
2014-06-20,Well_#5,24.0,2713,157.449,32.629,98.45358,393.098,84.168,212731,133914,133914,651543,MAKO
2014-06-21,Well_#5,24.0,2711,157.464,32.508,98.44823,393.047,84.242,213221,134220,134220,654308,MAKO
2014-06-22,Well_#5,24.0,2709,157.478,32.206,98.45706,393.491,83.254,213695,134520,134520,657095,MAKO
2014-06-23,Well_#5,24.0,2709,157.489,32.254,98.45523,393.665,83.687,214187,134829,134829,659897,MAKO
2014-06-24,Well_#5,24.0,2708,157.502,32.48,98.45654,394.042,84.346,214682,135137,135137,662678,MAKO
2014-06-25,Well_#5,24.0,2707,157.514,32.554,99.19283,394.597,84.118,215186,135452,135452,665445,MAKO
2014-06-26,Well_#5,24.0,2706,157.525,32.46,100.0,394.865,83.876,215689,135765,135765,668252,MAKO
2014-06-27,Well_#5,24.0,2705,157.536,32.563,100.0,394.44,84.426,216192,136081,136081,671061,MAKO
2014-06-28,Well_#5,24.0,2703,157.547,32.444,100.0,394.126,83.518,216703,136407,136407,673852,MAKO
2014-06-29,Well_#5,24.0,2704,157.572,32.645,100.0,391.696,84.348,217242,136778,136778,676644,MAKO
2014-06-30,Well_#5,24.0,2709,157.626,32.638,100.0,391.758,84.51,217772,137140,137140,679460,MAKO
2014-07-01,Well_#5,24.0,2717,157.679,32.622,100.0,390.758,84.502,218272,137497,137497,682416,MAKO
2014-07-02,Well_#5,24.0,2732,157.734,32.649,100.0,387.906,81.689,218779,137836,137836,685418,MAKO
2014-07-03,Well_#5,24.0,2732,157.76,32.6,100.0,387.514,80.798,219321,138176,138176,688390,MAKO
2014-07-04,Well_#5,24.0,2731,157.781,32.653,100.0,386.889,82.942,219847,138527,138527,691295,MAKO
2014-07-05,Well_#5,24.0,2731,157.793,32.699,100.0,385.946,82.283,220345,138873,138873,694175,MAKO
2014-07-06,Well_#5,24.0,2732,157.803,32.827,97.91667,386.467,83.167,220864,139223,139223,697017,MAKO
2014-07-07,Well_#5,24.0,2732,157.816,32.789,100.0,386.384,84.841,221387,139573,139573,699892,MAKO
2014-07-08,Well_#5,24.0,2732,157.826,32.812,97.91667,387.593,84.325,221901,139924,139924,702710,MAKO
2014-07-09,Well_#5,24.0,2732,157.836,32.698,100.0,388.569,81.789,222420,140279,140279,705518,MAKO
2014-07-10,Well_#5,24.0,2732,157.845,32.903,100.0,387.771,84.669,222944,140633,140633,708321,MAKO
2014-07-11,Well_#5,24.0,2732,157.854,32.745,100.0,388.543,83.113,223471,140990,140990,711126,MAKO
2014-07-12,Well_#5,24.0,2733,157.864,32.678,100.0,389.588,82.395,223999,141348,141348,713933,MAKO
2014-07-13,Well_#5,24.0,2732,157.874,32.768,100.0,390.044,82.605,224530,141710,141710,716666,MAKO
2014-07-14,Well_#5,24.0,2732,157.882,32.741,100.0,390.985,81.769,225063,142072,142072,719667,MAKO
2014-07-15,Well_#5,24.0,2731,157.889,32.563,100.0,391.178,83.754,225600,142436,142436,722631,MAKO
2014-07-16,Well_#5,24.0,2728,157.9,32.718,100.0,391.48,83.821,226143,142788,142788,725668,MAKO
2014-07-17,Well_#5,24.0,2726,157.907,32.944,100.0,390.841,84.78,226685,143148,143148,728631,MAKO
2014-07-18,Well_#5,24.0,2723,157.911,32.742,100.0,390.08,82.589,227220,143516,143516,731470,MAKO
2014-07-19,Well_#5,24.0,2723,157.914,32.728,100.0,389.616,83.608,227750,143882,143882,734273,MAKO
2014-07-20,Well_#5,8.28,2730,157.919,32.823,73.76372,398.24,85.029,227930,144011,144011,735169,MAKO
2012-02-12,Well_#6,11.5,3797,199.957,27.027,14.48443,106.806,38.081,285,342,342,385,KEMA
2012-02-13,Well_#6,24.0,3735,201.568,23.877,22.83299,120.889,79.524,2154,2852,2852,392,KEMA
2012-02-14,Well_#6,22.5,3643,202.178,18.356,31.24997,113.718,101.165,5278,7340,7340,393,KEMA
2012-02-15,Well_#6,23.15,3669,202.139,7.633,28.51893,116.831,98.101,7887,10714,10714,394,KEMA
2012-02-16,Well_#6,24.0,3647,202.236,17.958,30.2279,115.434,99.803,10939,14397,14397,399,KEMA
2012-02-17,Well_#6,24.0,3643,202.269,20.858,29.97405,115.206,102.176,13921,18117,18117,401,KEMA
2012-02-18,Well_#6,23.0,3626,202.327,23.172,30.3084,113.282,102.755,16902,21759,21759,407,KEMA
2012-02-19,Well_#6,24.0,3621,202.329,27.276,30.48698,113.769,103.584,19948,25536,25536,408,KEMA
2012-02-20,Well_#6,24.0,3612,202.348,28.624,29.90702,113.4,101.502,23005,29434,29434,409,KEMA
2012-02-21,Well_#6,24.0,3606,202.355,28.176,30.49301,113.106,100.047,26035,33164,33164,409,KEMA
2012-02-22,Well_#6,23.67,3603,202.353,1.506,29.63448,113.079,100.707,28943,36664,36664,410,KEMA
2012-02-23,Well_#6,15.14,3600,202.298,15.966,28.95718,112.603,97.655,30795,38883,38883,410,KEMA
2012-02-24,Well_#6,24.0,3581,202.391,12.445,30.79962,111.187,101.674,33921,42779,42779,410,KEMA
2012-02-25,Well_#6,24.0,3577,202.375,17.841,30.68344,111.45,101.579,36967,46644,46644,411,KEMA
2012-02-26,Well_#6,24.0,3569,202.384,18.134,30.92304,110.934,100.685,40013,50577,50577,411,KEMA
2012-02-27,Well_#6,24.0,3561,202.386,17.945,30.84932,110.326,103.361,43049,54498,54498,412,KEMA
2012-02-28,Well_#6,23.67,3560,202.375,14.717,29.90044,110.629,101.962,46021,58235,58235,412,KEMA
2012-02-29,Well_#6,24.0,3544,202.393,16.565,31.02388,109.447,101.901,49091,62198,62198,413,KEMA
2012-03-01,Well_#6,24.0,3536,202.397,16.176,31.06188,108.827,103.251,52160,66137,66137,413,KEMA
2012-03-02,Well_#6,24.0,3528,202.399,16.273,31.08744,108.321,103.938,55226,70063,70063,414,KEMA
2012-03-03,Well_#6,24.0,3522,202.398,15.756,30.96447,108.059,103.833,58270,73968,73968,414,KEMA
2012-03-04,Well_#6,24.0,3517,202.388,14.252,30.60221,108.075,102.89,61253,77754,77754,414,KEMA
2012-03-05,Well_#6,24.0,3511,202.385,13.518,30.57649,107.869,100.9,64220,81606,81606,415,KEMA
2012-03-06,Well_#6,24.0,3504,202.38,13.215,30.58881,107.31,103.696,67171,85414,85414,417,KEMA
2012-03-07,Well_#6,22.83,3506,202.346,9.1,28.82496,107.754,99.27,69827,88857,88857,418,KEMA
2012-03-08,Well_#6,23.0,3505,202.335,6.657,27.94825,108.031,97.27,72406,92076,92076,420,KEMA
2012-03-09,Well_#6,24.0,3480,202.389,12.444,31.15911,105.93,101.613,75403,95840,95840,421,KEMA
2012-03-10,Well_#6,24.0,3470,202.392,13.067,31.30501,105.29,101.835,78424,99718,99718,422,KEMA
2012-03-11,Well_#6,24.0,3462,202.394,12.953,31.37003,104.811,102.543,81434,103687,103687,423,KEMA
2012-03-12,Well_#6,23.78,3464,202.374,9.708,29.85867,105.053,102.453,84229,107373,107373,423,KEMA
2012-03-13,Well_#6,24.0,3445,202.408,12.529,31.64254,103.441,104.039,87288,111408,111408,424,KEMA
2012-03-14,Well_#6,23.83,3440,202.401,11.345,30.92678,103.219,103.886,90253,115175,115175,424,KEMA
2012-03-15,Well_#6,24.0,3426,202.407,12.787,32.07412,102.14,105.105,93384,119171,119171,425,KEMA
2012-03-16,Well_#6,24.0,3418,202.41,12.195,32.05167,101.739,104.816,96519,123173,123173,426,KEMA
2012-03-17,Well_#6,24.0,3409,202.416,11.609,32.07362,101.299,103.968,99663,127311,127311,426,KEMA
2012-03-18,Well_#6,24.0,3401,202.413,11.242,32.04644,100.911,104.114,102795,131054,131054,427,KEMA
2012-03-19,Well_#6,24.0,3394,202.411,10.84,32.04522,100.46,104.356,105935,135050,135050,428,KEMA
2012-03-20,Well_#6,24.0,3387,202.407,10.104,32.01249,100.124,103.334,109091,139164,139164,428,KEMA
2012-03-21,Well_#6,24.0,3378,202.408,9.709,32.08725,99.574,104.092,112284,143198,143198,429,KEMA
2012-03-22,Well_#6,24.0,3370,202.407,9.37,32.07839,99.172,104.05,115456,147229,147229,430,KEMA
2012-03-23,Well_#6,24.0,3363,202.403,9.117,32.0607,98.793,104.088,118616,151332,151332,430,KEMA
2012-03-24,Well_#6,24.0,3355,202.403,7.187,32.12839,98.402,103.484,121769,155455,155455,431,KEMA
2012-03-25,Well_#6,24.0,3349,202.398,21.614,32.0421,98.039,103.648,124900,159033,159033,431,KEMA
2012-03-26,Well_#6,7.48,3345,202.394,21.452,30.92542,97.897,103.984,125860,160030,160030,433,KEMA
2012-03-27,Well_#6,0.0,3497,199.322,0.875,0.0,1.178,27.392,125860,160030,160030,433,KEMA
2012-03-28,Well_#6,1.19,3444,200.441,0.597,21.33333,92.241,46.805,125934,160461,160461,433,KEMA
2012-03-29,Well_#6,24.0,3346,202.333,9.779,32.0,97.277,97.281,129071,164941,164941,437,KEMA
2012-03-30,Well_#6,10.98,3337,202.386,15.923,30.68261,97.369,101.577,130502,166150,166150,438,KEMA
2012-03-31,Well_#6,14.03,3347,202.319,10.361,31.0,98.122,98.61,132452,169481,169481,440,KEMA
2012-04-01,Well_#6,24.0,3332,202.364,16.631,29.81203,97.431,102.059,135513,173510,173510,443,KEMA
2012-04-02,Well_#6,24.0,3323,202.372,18.487,31.81838,96.658,104.599,138567,177574,177574,446,KEMA
2012-04-03,Well_#6,24.0,3314,202.377,19.124,32.00095,96.117,104.723,141670,180856,180856,449,KEMA
2012-04-04,Well_#6,24.0,3305,202.377,19.246,32.0812,95.691,103.937,144780,184937,184937,451,KEMA
2012-04-05,Well_#6,24.0,3296,202.373,19.236,32.20087,95.14,104.209,148084,189016,189016,454,KEMA
2012-04-06,Well_#6,24.0,3289,202.36,19.229,32.2108,94.788,104.148,151112,192896,192896,608,KEMA
2012-04-07,Well_#6,24.0,3284,202.336,19.066,32.03321,94.74,103.995,154111,196877,196877,760,KEMA
2012-04-08,Well_#6,24.0,3277,202.317,18.943,32.04783,94.544,103.28,157165,200846,200846,764,KEMA
2012-04-09,Well_#6,24.0,3271,202.305,18.829,32.00003,94.217,103.51,160191,204925,204925,769,KEMA
2012-04-10,Well_#6,24.0,3265,202.294,18.729,31.25186,93.812,104.155,163194,209050,209050,773,KEMA
2012-04-11,Well_#6,24.0,3258,202.284,18.439,31.94415,93.622,102.797,166210,213089,213089,783,KEMA
2012-04-12,Well_#6,12.98,3254,202.28,18.195,30.88504,93.149,102.459,167825,215221,215221,786,KEMA
2012-04-13,Well_#6,4.0,3304,201.695,3.066,25.82296,93.618,74.28,168255,215799,215799,788,KEMA
2012-04-14,Well_#6,21.26,3274,201.918,9.657,28.7635,83.884,91.423,170834,219435,219435,792,KEMA
2012-04-15,Well_#6,20.55,3250,202.248,15.291,32.0605,93.037,102.763,173328,222957,222957,795,KEMA
2012-04-16,Well_#6,24.0,3242,201.967,15.994,31.90408,93.0,103.094,176176,227026,227026,799,KEMA
2012-04-17,Well_#6,9.38,3241,202.233,16.738,31.65348,92.812,103.549,177296,228646,228646,800,KEMA
2012-04-18,Well_#6,21.57,3244,202.195,11.514,31.71874,92.884,100.654,179744,231924,231924,803,KEMA
2012-04-19,Well_#6,22.71,3243,202.18,14.391,30.03349,93.021,101.712,182258,235296,235296,805,KEMA
2012-04-20,Well_#6,24.0,3231,202.197,16.211,31.48322,92.639,103.745,185011,238978,238978,808,KEMA
2012-04-21,Well_#6,24.0,3224,202.19,16.322,31.51978,92.326,103.541,187763,242730,242730,811,KEMA
2012-04-22,Well_#6,24.0,3218,202.181,16.182,31.48301,92.169,102.856,190500,246447,246447,813,KEMA
2012-04-23,Well_#6,24.0,3211,202.171,15.965,31.48727,91.86,102.112,193236,250162,250162,799,KEMA
2012-04-24,Well_#6,24.0,3206,202.168,15.816,30.81425,91.578,102.236,195966,254337,254337,893,KEMA
